bank_txn_id,value_date,narration,debit,credit,running_balance,utr_number
uci_bank_497163,2010-02-05,UCI ONLINE RETAIL UCI-497163,0.0,15.0,1339777.59,setl_497163
uci_bank_497195,2010-02-07,UCI ONLINE RETAIL UCI-497195,0.0,54.3,1339831.89,setl_497195
uci_bank_497196,2010-02-07,UCI ONLINE RETAIL UCI-497196,0.0,301.25,1340133.14,setl_497196
uci_bank_497197,2010-02-07,UCI ONLINE RETAIL UCI-497197,0.0,368.27,1340501.41,setl_497197
uci_bank_497198,2010-02-07,UCI ONLINE RETAIL UCI-497198,0.0,99.69,1340601.1,setl_497198
uci_bank_497200,2010-02-07,UCI ONLINE RETAIL UCI-497200,0.0,110.27,1340711.37,setl_497200
uci_bank_497201,2010-02-07,UCI ONLINE RETAIL UCI-497201,0.0,987.64,1341699.01,setl_497201
uci_bank_497202,2010-02-07,UCI ONLINE RETAIL UCI-497202,0.0,212.78,1341911.79,setl_497202
uci_bank_497203,2010-02-07,UCI ONLINE RETAIL UCI-497203,0.0,484.91,1342396.7,setl_497203
uci_bank_497204,2010-02-07,UCI ONLINE RETAIL UCI-497204,0.0,298.99,1342695.69,setl_497204
uci_bank_497205,2010-02-07,UCI ONLINE RETAIL UCI-497205,0.0,268.1,1342963.79,setl_497205
uci_bank_497207,2010-02-07,UCI ONLINE RETAIL UCI-497207,0.0,197.96,1343161.75,setl_497207
uci_bank_497208,2010-02-07,UCI ONLINE RETAIL UCI-497208,0.0,357.04,1343518.79,setl_497208
uci_bank_497209,2010-02-07,UCI ONLINE RETAIL UCI-497209,0.0,418.65,1343937.44,setl_497209
uci_bank_497211,2010-02-07,UCI ONLINE RETAIL UCI-497211,0.0,181.6,1344119.04,setl_497211
uci_bank_497210,2010-02-07,UCI ONLINE RETAIL UCI-497210,0.0,191.7,1344310.74,setl_497210
uci_bank_497212,2010-02-07,UCI ONLINE RETAIL UCI-497212,0.0,309.7,1344620.44,setl_497212
uci_bank_497213,2010-02-07,UCI ONLINE RETAIL UCI-497213,0.0,349.31,1344969.75,setl_497213
uci_bank_497214,2010-02-07,UCI ONLINE RETAIL UCI-497214,0.0,129.7,1345099.45,setl_497214
uci_bank_497215,2010-02-07,UCI ONLINE RETAIL UCI-497215,0.0,310.44,1345409.89,setl_497215
uci_bank_497218,2010-02-07,UCI ONLINE RETAIL UCI-497218,0.0,196.2,1345606.09,setl_497218
uci_bank_497216,2010-02-07,UCI ONLINE RETAIL UCI-497216,0.0,407.91,1346014.0,setl_497216
uci_bank_497217,2010-02-07,UCI ONLINE RETAIL UCI-497217,0.0,7497.64,1353511.64,setl_497217
uci_bank_497219,2010-02-07,UCI ONLINE RETAIL UCI-497219,0.0,388.8,1353900.44,setl_497219
uci_bank_497221,2010-02-07,UCI ONLINE RETAIL UCI-497221,0.0,301.56,1354202.0,setl_497221
uci_bank_497222,2010-02-07,UCI ONLINE RETAIL UCI-497222,0.0,106.75,1354308.75,setl_497222
uci_bank_497223,2010-02-07,UCI ONLINE RETAIL UCI-497223,0.0,261.0,1354569.75,setl_497223
uci_bank_497225,2010-02-07,UCI ONLINE RETAIL UCI-497225,0.0,304.32,1354874.07,setl_497225
uci_bank_497226,2010-02-07,UCI ONLINE RETAIL UCI-497226,0.0,288.5,1355162.57,setl_497226
uci_bank_497227,2010-02-07,UCI ONLINE RETAIL UCI-497227,0.0,1690.32,1356852.89,setl_497227
uci_bank_497228,2010-02-08,UCI ONLINE RETAIL UCI-497228,0.0,341.78,1357194.67,setl_497228
uci_bank_497229,2010-02-08,UCI ONLINE RETAIL UCI-497229,0.0,312.59,1357507.26,setl_497229
uci_bank_497230,2010-02-08,UCI ONLINE RETAIL UCI-497230,0.0,328.75,1357836.01,setl_497230
uci_bank_497233,2010-02-08,UCI ONLINE RETAIL UCI-497233,0.0,438.03,1358274.04,setl_497233
uci_bank_497234,2010-02-08,UCI ONLINE RETAIL UCI-497234,0.0,344.18,1358618.22,setl_497234
uci_bank_497235,2010-02-08,UCI ONLINE RETAIL UCI-497235,0.0,426.87,1359045.09,setl_497235
uci_bank_497236,2010-02-08,UCI ONLINE RETAIL UCI-497236,0.0,147.0,1359192.09,setl_497236
uci_bank_497237,2010-02-08,UCI ONLINE RETAIL UCI-497237,0.0,216.95,1359409.04,setl_497237
uci_bank_497238,2010-02-08,UCI ONLINE RETAIL UCI-497238,0.0,748.98,1360158.02,setl_497238
uci_bank_497240,2010-02-08,UCI ONLINE RETAIL UCI-497240,0.0,217.8,1360375.82,setl_497240
uci_bank_497242,2010-02-08,UCI ONLINE RETAIL UCI-497242,0.0,163.8,1360539.62,setl_497242
uci_bank_497244,2010-02-08,UCI ONLINE RETAIL UCI-497244,0.0,2.95,1360542.57,setl_497244
uci_bank_497247,2010-02-08,UCI ONLINE RETAIL UCI-497247,0.0,113.0,1360655.57,setl_497247
uci_bank_497249,2010-02-08,UCI ONLINE RETAIL UCI-497249,0.0,183.55,1360839.12,setl_497249
uci_bank_497250,2010-02-08,UCI ONLINE RETAIL UCI-497250,0.0,129.96,1360969.08,setl_497250
uci_bank_497251,2010-02-08,UCI ONLINE RETAIL UCI-497251,0.0,611.54,1361580.62,setl_497251
uci_bank_497252,2010-02-08,UCI ONLINE RETAIL UCI-497252,0.0,404.91,1361985.53,setl_497252
uci_bank_497253,2010-02-08,UCI ONLINE RETAIL UCI-497253,0.0,297.64,1362283.17,setl_497253
uci_bank_497254,2010-02-08,UCI ONLINE RETAIL UCI-497254,0.0,166.9,1362450.07,setl_497254
uci_bank_497256,2010-02-08,UCI ONLINE RETAIL UCI-497256,0.0,604.1,1363054.17,setl_497256
uci_bank_497257,2010-02-08,UCI ONLINE RETAIL UCI-497257,0.0,307.85,1363362.02,setl_497257
uci_bank_497258,2010-02-08,UCI ONLINE RETAIL UCI-497258,0.0,202.45,1363564.47,setl_497258
uci_bank_497259,2010-02-08,UCI ONLINE RETAIL UCI-497259,0.0,120.6,1363685.07,setl_497259
uci_bank_497261,2010-02-08,UCI ONLINE RETAIL UCI-497261,0.0,154.38,1363839.45,setl_497261
uci_bank_497263,2010-02-08,UCI ONLINE RETAIL UCI-497263,0.0,85.68,1363925.13,setl_497263
uci_bank_497264,2010-02-08,UCI ONLINE RETAIL UCI-497264,0.0,115.03,1364040.16,setl_497264
uci_bank_497265,2010-02-08,UCI ONLINE RETAIL UCI-497265,0.0,314.1,1364354.26,setl_497265
uci_bank_497266,2010-02-08,UCI ONLINE RETAIL UCI-497266,0.0,150.03,1364504.29,setl_497266
uci_bank_497267,2010-02-08,UCI ONLINE RETAIL UCI-497267,0.0,283.79,1364788.08,setl_497267
uci_bank_497269,2010-02-08,UCI ONLINE RETAIL UCI-497269,0.0,135.4,1364923.48,setl_497269
uci_bank_497272,2010-02-08,UCI ONLINE RETAIL UCI-497272,0.0,327.33,1365250.81,setl_497272
uci_bank_497274,2010-02-08,UCI ONLINE RETAIL UCI-497274,0.0,311.75,1365562.56,setl_497274
uci_bank_497284,2010-02-08,UCI ONLINE RETAIL UCI-497284,0.0,334.18,1365896.74,setl_497284
uci_bank_497312,2010-02-08,UCI ONLINE RETAIL UCI-497312,0.0,399.59,1366296.33,setl_497312
uci_bank_497334,2010-02-08,UCI ONLINE RETAIL UCI-497334,0.0,99.9,1366396.23,setl_497334
uci_bank_497335,2010-02-08,UCI ONLINE RETAIL UCI-497335,0.0,98.7,1366494.93,setl_497335
uci_bank_497336,2010-02-08,UCI ONLINE RETAIL UCI-497336,0.0,558.9,1367053.83,setl_497336
uci_bank_497337,2010-02-08,UCI ONLINE RETAIL UCI-497337,0.0,365.1,1367418.93,setl_497337
uci_bank_497339,2010-02-08,UCI ONLINE RETAIL UCI-497339,0.0,365.1,1367784.03,setl_497339
uci_bank_497340,2010-02-08,UCI ONLINE RETAIL UCI-497340,0.0,168.8,1367952.83,setl_497340
uci_bank_497341,2010-02-08,UCI ONLINE RETAIL UCI-497341,0.0,419.6,1368372.43,setl_497341
uci_bank_497342,2010-02-08,UCI ONLINE RETAIL UCI-497342,0.0,142.9,1368515.33,setl_497342
uci_bank_497345,2010-02-08,UCI ONLINE RETAIL UCI-497345,0.0,29.1,1368544.43,setl_497345
uci_bank_497346,2010-02-08,UCI ONLINE RETAIL UCI-497346,0.0,259.15,1368803.58,setl_497346
uci_bank_497347,2010-02-08,UCI ONLINE RETAIL UCI-497347,0.0,546.15,1369349.73,setl_497347
uci_bank_497348,2010-02-08,UCI ONLINE RETAIL UCI-497348,0.0,197.7,1369547.43,setl_497348
uci_bank_497349,2010-02-08,UCI ONLINE RETAIL UCI-497349,0.0,68.2,1369615.63,setl_497349
uci_bank_497351,2010-02-08,UCI ONLINE RETAIL UCI-497351,0.0,128.2,1369743.83,setl_497351
uci_bank_497358,2010-02-08,UCI ONLINE RETAIL UCI-497358,0.0,156.62,1369900.45,setl_497358
uci_bank_497359,2010-02-09,UCI ONLINE RETAIL UCI-497359,0.0,134.9,1370035.35,setl_497359
uci_bank_497360,2010-02-09,UCI ONLINE RETAIL UCI-497360,0.0,1885.61,1371920.96,setl_497360
uci_bank_497362,2010-02-09,UCI ONLINE RETAIL UCI-497362,0.0,1701.66,1373622.62,setl_497362
uci_bank_497363,2010-02-09,UCI ONLINE RETAIL UCI-497363,0.0,562.96,1374185.58,setl_497363
uci_bank_497364,2010-02-09,UCI ONLINE RETAIL UCI-497364,0.0,651.41,1374836.99,setl_497364
uci_bank_497365,2010-02-09,UCI ONLINE RETAIL UCI-497365,0.0,53.28,1374890.27,setl_497365
uci_bank_497366,2010-02-09,UCI ONLINE RETAIL UCI-497366,0.0,157.2,1375047.47,setl_497366
uci_bank_497367,2010-02-09,UCI ONLINE RETAIL UCI-497367,0.0,279.5,1375326.97,setl_497367
uci_bank_497368,2010-02-09,UCI ONLINE RETAIL UCI-497368,0.0,112.4,1375439.37,setl_497368
uci_bank_497369,2010-02-09,UCI ONLINE RETAIL UCI-497369,0.0,668.15,1376107.52,setl_497369
uci_bank_497370,2010-02-09,UCI ONLINE RETAIL UCI-497370,0.0,93.35,1376200.87,setl_497370
uci_bank_497371,2010-02-09,UCI ONLINE RETAIL UCI-497371,0.0,368.15,1376569.02,setl_497371
uci_bank_497372,2010-02-09,UCI ONLINE RETAIL UCI-497372,0.0,64.14,1376633.16,setl_497372
uci_bank_497373,2010-02-09,UCI ONLINE RETAIL UCI-497373,0.0,119.85,1376753.01,setl_497373
uci_bank_497374,2010-02-09,UCI ONLINE RETAIL UCI-497374,0.0,373.65,1377126.66,setl_497374
uci_bank_497376,2010-02-09,UCI ONLINE RETAIL UCI-497376,0.0,324.3,1377450.96,setl_497376
uci_bank_497377,2010-02-09,UCI ONLINE RETAIL UCI-497377,0.0,534.26,1377985.22,setl_497377
uci_bank_497378,2010-02-09,UCI ONLINE RETAIL UCI-497378,0.0,742.38,1378727.6,setl_497378
uci_bank_497379,2010-02-09,UCI ONLINE RETAIL UCI-497379,0.0,124.78,1378852.38,setl_497379
uci_bank_497380,2010-02-09,UCI ONLINE RETAIL UCI-497380,0.0,548.9,1379401.28,setl_497380
uci_bank_497382,2010-02-09,UCI ONLINE RETAIL UCI-497382,0.0,632.02,1380033.3,setl_497382
uci_bank_497383,2010-02-09,UCI ONLINE RETAIL UCI-497383,0.0,274.44,1380307.74,setl_497383
uci_bank_497384,2010-02-09,UCI ONLINE RETAIL UCI-497384,0.0,892.72,1381200.46,setl_497384
uci_bank_497385,2010-02-09,UCI ONLINE RETAIL UCI-497385,0.0,236.6,1381437.06,setl_497385
uci_bank_497386,2010-02-09,UCI ONLINE RETAIL UCI-497386,0.0,142.33,1381579.39,setl_497386
uci_bank_497387,2010-02-09,UCI ONLINE RETAIL UCI-497387,0.0,209.1,1381788.49,setl_497387
uci_bank_497388,2010-02-09,UCI ONLINE RETAIL UCI-497388,0.0,103.52,1381892.01,setl_497388
uci_bank_497389,2010-02-09,UCI ONLINE RETAIL UCI-497389,0.0,54.75,1381946.76,setl_497389
uci_bank_497390,2010-02-09,UCI ONLINE RETAIL UCI-497390,0.0,373.1,1382319.86,setl_497390
uci_bank_497391,2010-02-09,UCI ONLINE RETAIL UCI-497391,0.0,405.4,1382725.26,setl_497391
uci_bank_497392,2010-02-09,UCI ONLINE RETAIL UCI-497392,0.0,213.05,1382938.31,setl_497392
uci_bank_497393,2010-02-09,UCI ONLINE RETAIL UCI-497393,0.0,275.41,1383213.72,setl_497393
uci_bank_497394,2010-02-09,UCI ONLINE RETAIL UCI-497394,0.0,242.94,1383456.66,setl_497394
uci_bank_497395,2010-02-09,UCI ONLINE RETAIL UCI-497395,0.0,179.68,1383636.34,setl_497395
uci_bank_497396,2010-02-09,UCI ONLINE RETAIL UCI-497396,0.0,117.0,1383753.34,setl_497396
uci_bank_497397,2010-02-09,UCI ONLINE RETAIL UCI-497397,0.0,154.91,1383908.25,setl_497397
uci_bank_497398,2010-02-09,UCI ONLINE RETAIL UCI-497398,0.0,136.89,1384045.14,setl_497398
uci_bank_497399,2010-02-09,UCI ONLINE RETAIL UCI-497399,0.0,250.95,1384296.09,setl_497399
uci_bank_497400,2010-02-09,UCI ONLINE RETAIL UCI-497400,0.0,224.38,1384520.47,setl_497400
uci_bank_497401,2010-02-09,UCI ONLINE RETAIL UCI-497401,0.0,224.35,1384744.82,setl_497401
uci_bank_497402,2010-02-09,UCI ONLINE RETAIL UCI-497402,0.0,1460.7,1386205.52,setl_497402
uci_bank_497403,2010-02-09,UCI ONLINE RETAIL UCI-497403,0.0,548.17,1386753.69,setl_497403
uci_bank_497405,2010-02-09,UCI ONLINE RETAIL UCI-497405,0.0,187.95,1386941.64,setl_497405
uci_bank_497404,2010-02-09,UCI ONLINE RETAIL UCI-497404,0.0,153.75,1387095.39,setl_497404
uci_bank_497433,2010-02-09,UCI ONLINE RETAIL UCI-497433,0.0,105.0,1387200.39,setl_497433
uci_bank_497473,2010-02-09,UCI ONLINE RETAIL UCI-497473,0.0,445.68,1387646.07,setl_497473
uci_bank_497475,2010-02-09,UCI ONLINE RETAIL UCI-497475,0.0,48.35,1387694.42,setl_497475
uci_bank_497485,2010-02-09,UCI ONLINE RETAIL UCI-497485,0.0,66.06,1387760.48,setl_497485
uci_bank_497486,2010-02-09,UCI ONLINE RETAIL UCI-497486,0.0,291.86,1388052.34,setl_497486
uci_bank_497488,2010-02-09,UCI ONLINE RETAIL UCI-497488,0.0,27.25,1388079.59,setl_497488
uci_bank_497489,2010-02-09,UCI ONLINE RETAIL UCI-497489,0.0,266.84,1388346.43,setl_497489
uci_bank_497494,2010-02-10,UCI ONLINE RETAIL UCI-497494,0.0,448.05,1388794.48,setl_497494
uci_bank_497495,2010-02-10,UCI ONLINE RETAIL UCI-497495,0.0,424.72,1389219.2,setl_497495
uci_bank_497496,2010-02-10,UCI ONLINE RETAIL UCI-497496,0.0,87.4,1389306.6,setl_497496
uci_bank_497497,2010-02-10,UCI ONLINE RETAIL UCI-497497,0.0,301.2,1389607.8,setl_497497
uci_bank_497498,2010-02-10,UCI ONLINE RETAIL UCI-497498,0.0,332.4,1389940.2,setl_497498
uci_bank_497499,2010-02-10,UCI ONLINE RETAIL UCI-497499,0.0,988.04,1390928.24,setl_497499
uci_bank_497500,2010-02-10,UCI ONLINE RETAIL UCI-497500,0.0,192.42,1391120.66,setl_497500
uci_bank_497501,2010-02-10,UCI ONLINE RETAIL UCI-497501,0.0,124.77,1391245.43,setl_497501
uci_bank_497504,2010-02-10,UCI ONLINE RETAIL UCI-497504,0.0,215.15,1391460.58,setl_497504
uci_bank_497506,2010-02-10,UCI ONLINE RETAIL UCI-497506,0.0,151.55,1391612.13,setl_497506
uci_bank_497508,2010-02-10,UCI ONLINE RETAIL UCI-497508,0.0,85.5,1391697.63,setl_497508
uci_bank_497509,2010-02-10,UCI ONLINE RETAIL UCI-497509,0.0,275.8,1391973.43,setl_497509
uci_bank_497510,2010-02-10,UCI ONLINE RETAIL UCI-497510,0.0,55.5,1392028.93,setl_497510
uci_bank_497511,2010-02-10,UCI ONLINE RETAIL UCI-497511,0.0,101.4,1392130.33,setl_497511
uci_bank_497512,2010-02-10,UCI ONLINE RETAIL UCI-497512,0.0,480.82,1392611.15,setl_497512
uci_bank_497517,2010-02-10,UCI ONLINE RETAIL UCI-497517,0.0,283.98,1392895.13,setl_497517
uci_bank_497518,2010-02-10,UCI ONLINE RETAIL UCI-497518,0.0,199.04,1393094.17,setl_497518
uci_bank_497519,2010-02-10,UCI ONLINE RETAIL UCI-497519,0.0,195.4,1393289.57,setl_497519
uci_bank_497521,2010-02-10,UCI ONLINE RETAIL UCI-497521,0.0,143.01,1393432.58,setl_497521
uci_bank_497522,2010-02-10,UCI ONLINE RETAIL UCI-497522,0.0,50.8,1393483.38,setl_497522
uci_bank_497523,2010-02-10,UCI ONLINE RETAIL UCI-497523,0.0,171.7,1393655.08,setl_497523
uci_bank_497525,2010-02-10,UCI ONLINE RETAIL UCI-497525,0.0,103.77,1393758.85,setl_497525
uci_bank_497572,2010-02-10,UCI ONLINE RETAIL UCI-497572,0.0,89.32,1393848.17,setl_497572
uci_bank_497574,2010-02-10,UCI ONLINE RETAIL UCI-497574,0.0,297.66,1394145.83,setl_497574
uci_bank_497583,2010-02-10,UCI ONLINE RETAIL UCI-497583,0.0,190.1,1394335.93,setl_497583
uci_bank_497588,2010-02-10,UCI ONLINE RETAIL UCI-497588,0.0,132.94,1394468.87,setl_497588
uci_bank_497589,2010-02-10,UCI ONLINE RETAIL UCI-497589,0.0,0.95,1394469.82,setl_497589
uci_bank_497592,2010-02-11,UCI ONLINE RETAIL UCI-497592,0.0,1402.43,1395872.25,setl_497592
uci_bank_497594,2010-02-11,UCI ONLINE RETAIL UCI-497594,0.0,477.68,1396349.93,setl_497594
uci_bank_497593,2010-02-11,UCI ONLINE RETAIL UCI-497593,0.0,158.7,1396508.63,setl_497593
uci_bank_497596,2010-02-11,UCI ONLINE RETAIL UCI-497596,0.0,380.0,1396888.63,setl_497596
uci_bank_497597,2010-02-11,UCI ONLINE RETAIL UCI-497597,0.0,310.29,1397198.92,setl_497597
uci_bank_497600,2010-02-11,UCI ONLINE RETAIL UCI-497600,0.0,202.57,1397401.49,setl_497600
uci_bank_497601,2010-02-11,UCI ONLINE RETAIL UCI-497601,0.0,225.6,1397627.09,setl_497601
uci_bank_497602,2010-02-11,UCI ONLINE RETAIL UCI-497602,0.0,370.63,1397997.72,setl_497602
uci_bank_497603,2010-02-11,UCI ONLINE RETAIL UCI-497603,0.0,522.28,1398520.0,setl_497603
uci_bank_497604,2010-02-11,UCI ONLINE RETAIL UCI-497604,0.0,213.4,1398733.4,setl_497604
uci_bank_497605,2010-02-11,UCI ONLINE RETAIL UCI-497605,0.0,6.35,1398739.75,setl_497605
uci_bank_497606,2010-02-11,UCI ONLINE RETAIL UCI-497606,0.0,351.99,1399091.74,setl_497606
uci_bank_497607,2010-02-11,UCI ONLINE RETAIL UCI-497607,0.0,6.35,1399098.09,setl_497607
uci_bank_497608,2010-02-11,UCI ONLINE RETAIL UCI-497608,0.0,236.61,1399334.7,setl_497608
uci_bank_497609,2010-02-11,UCI ONLINE RETAIL UCI-497609,0.0,117.8,1399452.5,setl_497609
uci_bank_497610,2010-02-11,UCI ONLINE RETAIL UCI-497610,0.0,6.35,1399458.85,setl_497610
uci_bank_497612,2010-02-11,UCI ONLINE RETAIL UCI-497612,0.0,131.78,1399590.63,setl_497612
uci_bank_497615,2010-02-11,UCI ONLINE RETAIL UCI-497615,0.0,286.55,1399877.18,setl_497615
uci_bank_497618,2010-02-11,UCI ONLINE RETAIL UCI-497618,0.0,374.2,1400251.38,setl_497618
uci_bank_497619,2010-02-11,UCI ONLINE RETAIL UCI-497619,0.0,276.15,1400527.53,setl_497619
uci_bank_497620,2010-02-11,UCI ONLINE RETAIL UCI-497620,0.0,67.34,1400594.87,setl_497620
uci_bank_497622,2010-02-11,UCI ONLINE RETAIL UCI-497622,0.0,534.96,1401129.83,setl_497622
uci_bank_497623,2010-02-11,UCI ONLINE RETAIL UCI-497623,0.0,390.85,1401520.68,setl_497623
uci_bank_497624,2010-02-11,UCI ONLINE RETAIL UCI-497624,0.0,114.88,1401635.56,setl_497624
uci_bank_497625,2010-02-11,UCI ONLINE RETAIL UCI-497625,0.0,311.87,1401947.43,setl_497625
uci_bank_497628,2010-02-11,UCI ONLINE RETAIL UCI-497628,0.0,236.07,1402183.5,setl_497628
uci_bank_497629,2010-02-11,UCI ONLINE RETAIL UCI-497629,0.0,307.25,1402490.75,setl_497629
uci_bank_497630,2010-02-11,UCI ONLINE RETAIL UCI-497630,0.0,268.14,1402758.89,setl_497630
uci_bank_497632,2010-02-11,UCI ONLINE RETAIL UCI-497632,0.0,416.2,1403175.09,setl_497632
uci_bank_497636,2010-02-11,UCI ONLINE RETAIL UCI-497636,0.0,636.9,1403811.99,setl_497636
uci_bank_497644,2010-02-11,UCI ONLINE RETAIL UCI-497644,0.0,245.49,1404057.48,setl_497644
uci_bank_497652,2010-02-11,UCI ONLINE RETAIL UCI-497652,0.0,41.3,1404098.78,setl_497652
uci_bank_497662,2010-02-11,UCI ONLINE RETAIL UCI-497662,0.0,190.7,1404289.48,setl_497662
uci_bank_497670,2010-02-11,UCI ONLINE RETAIL UCI-497670,0.0,15.0,1404304.48,setl_497670
uci_bank_497677,2010-02-11,UCI ONLINE RETAIL UCI-497677,0.0,306.0,1404610.48,setl_497677
uci_bank_497678,2010-02-11,UCI ONLINE RETAIL UCI-497678,0.0,79.9,1404690.38,setl_497678
uci_bank_497680,2010-02-11,UCI ONLINE RETAIL UCI-497680,0.0,280.51,1404970.89,setl_497680
uci_bank_497681,2010-02-11,UCI ONLINE RETAIL UCI-497681,0.0,365.76,1405336.65,setl_497681
uci_bank_497682,2010-02-11,UCI ONLINE RETAIL UCI-497682,0.0,152.4,1405489.05,setl_497682
uci_bank_497683,2010-02-11,UCI ONLINE RETAIL UCI-497683,0.0,324.82,1405813.87,setl_497683
uci_bank_497684,2010-02-11,UCI ONLINE RETAIL UCI-497684,0.0,193.71,1406007.58,setl_497684
uci_bank_497690,2010-02-11,UCI ONLINE RETAIL UCI-497690,0.0,334.7,1406342.28,setl_497690
uci_bank_497691,2010-02-11,UCI ONLINE RETAIL UCI-497691,0.0,582.35,1406924.63,setl_497691
uci_bank_497692,2010-02-11,UCI ONLINE RETAIL UCI-497692,0.0,401.94,1407326.57,setl_497692
uci_bank_497696,2010-02-11,UCI ONLINE RETAIL UCI-497696,0.0,220.99,1407547.56,setl_497696
uci_bank_497706,2010-02-11,UCI ONLINE RETAIL UCI-497706,0.0,402.75,1407950.31,setl_497706
uci_bank_497711,2010-02-11,UCI ONLINE RETAIL UCI-497711,0.0,21.8,1407972.11,setl_497711
uci_bank_497715,2010-02-11,UCI ONLINE RETAIL UCI-497715,0.0,102.0,1408074.11,setl_497715
uci_bank_497716,2010-02-11,UCI ONLINE RETAIL UCI-497716,0.0,660.0,1408734.11,setl_497716
uci_bank_497732,2010-02-11,UCI ONLINE RETAIL UCI-497732,0.0,179.37,1408913.48,setl_497732
uci_bank_497733,2010-02-11,UCI ONLINE RETAIL UCI-497733,0.0,63.5,1408976.98,setl_497733
uci_bank_497734,2010-02-11,UCI ONLINE RETAIL UCI-497734,0.0,15.0,1408991.98,setl_497734
uci_bank_497735,2010-02-11,UCI ONLINE RETAIL UCI-497735,0.0,471.84,1409463.82,setl_497735
uci_bank_497736,2010-02-11,UCI ONLINE RETAIL UCI-497736,0.0,102.0,1409565.82,setl_497736
uci_bank_497738,2010-02-12,UCI ONLINE RETAIL UCI-497738,0.0,175.96,1409741.78,setl_497738
uci_bank_497739,2010-02-12,UCI ONLINE RETAIL UCI-497739,0.0,204.49,1409946.27,setl_497739
uci_bank_497740,2010-02-12,UCI ONLINE RETAIL UCI-497740,0.0,738.86,1410685.13,setl_497740
uci_bank_497741,2010-02-12,UCI ONLINE RETAIL UCI-497741,0.0,304.3,1410989.43,setl_497741
uci_bank_497742,2010-02-12,UCI ONLINE RETAIL UCI-497742,0.0,484.44,1411473.87,setl_497742
uci_bank_497743,2010-02-12,UCI ONLINE RETAIL UCI-497743,0.0,150.39,1411624.26,setl_497743
uci_bank_497786,2010-02-12,UCI ONLINE RETAIL UCI-497786,0.0,310.7,1411934.96,setl_497786
uci_bank_497787,2010-02-12,UCI ONLINE RETAIL UCI-497787,0.0,247.5,1412182.46,setl_497787
uci_bank_497788,2010-02-12,UCI ONLINE RETAIL UCI-497788,0.0,329.23,1412511.69,setl_497788
uci_bank_497791,2010-02-12,UCI ONLINE RETAIL UCI-497791,0.0,393.74,1412905.43,setl_497791
uci_bank_497794,2010-02-12,UCI ONLINE RETAIL UCI-497794,0.0,147.71,1413053.14,setl_497794
uci_bank_497795,2010-02-12,UCI ONLINE RETAIL UCI-497795,0.0,935.83,1413988.97,setl_497795
uci_bank_497796,2010-02-12,UCI ONLINE RETAIL UCI-497796,0.0,407.15,1414396.12,setl_497796
uci_bank_497798,2010-02-12,UCI ONLINE RETAIL UCI-497798,0.0,493.66,1414889.78,setl_497798
uci_bank_497799,2010-02-12,UCI ONLINE RETAIL UCI-497799,0.0,216.6,1415106.38,setl_497799
uci_bank_497802,2010-02-12,UCI ONLINE RETAIL UCI-497802,0.0,576.0,1415682.38,setl_497802
uci_bank_497807,2010-02-12,UCI ONLINE RETAIL UCI-497807,0.0,399.3,1416081.68,setl_497807
uci_bank_497808,2010-02-12,UCI ONLINE RETAIL UCI-497808,0.0,425.63,1416507.31,setl_497808
uci_bank_497809,2010-02-12,UCI ONLINE RETAIL UCI-497809,0.0,404.55,1416911.86,setl_497809
uci_bank_497812,2010-02-12,UCI ONLINE RETAIL UCI-497812,0.0,682.79,1417594.65,setl_497812
uci_bank_497816,2010-02-12,UCI ONLINE RETAIL UCI-497816,0.0,136.92,1417731.57,setl_497816
uci_bank_497817,2010-02-12,UCI ONLINE RETAIL UCI-497817,0.0,120.8,1417852.37,setl_497817
uci_bank_497839,2010-02-12,UCI ONLINE RETAIL UCI-497839,0.0,236.46,1418088.83,setl_497839
uci_bank_497840,2010-02-12,UCI ONLINE RETAIL UCI-497840,0.0,334.5,1418423.33,setl_497840
uci_bank_497842,2010-02-12,UCI ONLINE RETAIL UCI-497842,0.0,377.62,1418800.95,setl_497842
uci_bank_497844,2010-02-12,UCI ONLINE RETAIL UCI-497844,0.0,283.85,1419084.8,setl_497844
uci_bank_497846,2010-02-12,UCI ONLINE RETAIL UCI-497846,0.0,25.0,1419109.8,setl_497846
uci_bank_497874,2010-02-12,UCI ONLINE RETAIL UCI-497874,0.0,198.18,1419307.98,setl_497874
uci_bank_497875,2010-02-14,UCI ONLINE RETAIL UCI-497875,0.0,271.0,1419578.98,setl_497875
uci_bank_497876,2010-02-14,UCI ONLINE RETAIL UCI-497876,0.0,304.65,1419883.63,setl_497876
uci_bank_497879,2010-02-14,UCI ONLINE RETAIL UCI-497879,0.0,662.25,1420545.88,setl_497879
uci_bank_497880,2010-02-14,UCI ONLINE RETAIL UCI-497880,0.0,254.92,1420800.8,setl_497880
uci_bank_497881,2010-02-14,UCI ONLINE RETAIL UCI-497881,0.0,432.24,1421233.04,setl_497881
uci_bank_497882,2010-02-14,UCI ONLINE RETAIL UCI-497882,0.0,100.0,1421333.04,setl_497882
uci_bank_497883,2010-02-14,UCI ONLINE RETAIL UCI-497883,0.0,541.19,1421874.23,setl_497883
uci_bank_497884,2010-02-14,UCI ONLINE RETAIL UCI-497884,0.0,687.4,1422561.63,setl_497884
uci_bank_497885,2010-02-14,UCI ONLINE RETAIL UCI-497885,0.0,736.44,1423298.07,setl_497885
uci_bank_497887,2010-02-14,UCI ONLINE RETAIL UCI-497887,0.0,184.34,1423482.41,setl_497887
